SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MARY C O'BRIEN ELEMENTARY SCHOOL,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85194,YES,RN,PUBLIC,20,80.0%,15.0%,100.0%,85.0%,15.0%,100.0%,85.0%,15.0%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,20.0%,0.0%,10.0%
MARY L WELTY ELEMENTARY SCHOOL,1050 W CIMARRON ST,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,58,96.6%,0.0%,100.0%,98.3%,0.0%,100.0%,98.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,70,95.7%,1.4%,100.0%,95.7%,1.4%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,0.0%,97.1%,2.9%,0.0%,0.0%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,YES,RN,CHARTER,108,92.6%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,95.4%,4.6%,100.0%,25.9%,0.0%,2.8%
MASADA CHARTER SCHOOL,365 W CANNON AVE,COLORADO CITY,MOHAVE,,YES,RN,CHARTER,61,42.6%,19.7%,62.3%,47.5%,19.7%,67.2%,27.9%,19.7%,47.5%,31.1%,19.7%,50.8%,45.9%,19.7%,65.6%,19.7%,0.0%,19.7%
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,,CHARTER,50,94.0%,2.0%,96.0%,94.0%,2.0%,96.0%,94.0%,2.0%,96.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,0.0%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,71,97.2%,0.0%,98.6%,98.6%,0.0%,98.6%,98.6%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MCCARTNEY RANCH ELEMENTARY SCHOOL,2631 N BROWN AVE,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,106,87.7%,3.8%,94.3%,91.5%,3.8%,95.3%,91.5%,3.8%,96.2%,95.3%,1.9%,97.2%,97.2%,1.9%,99.1%,3.8%,0.0%,1.9%
MCDOWELL MOUNTAIN ELEMENTARY SCHOOL,14825 N FAYETTE DR,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,56,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,91.1%,7.1%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,7.1%,0.0%,3.6%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,55,90.9%,3.6%,96.4%,94.5%,3.6%,100.0%,94.5%,3.6%,98.2%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,76,97.4%,1.3%,98.7%,97.4%,1.3%,98.7%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,123,93.5%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,4.9%,4.9%,4.9%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,21,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MESA VERDE ELEMENTARY SCHOOL,1661 W SAGE ST,TUCSON,PIMA,85704,NO,,PUBLIC,31,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,9.7%,0.0%,9.7%
MESA VIEW ELEMENTARY,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503,NO,,PUBLIC,44,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MESQUITE ELEMENTARY - YUMA,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,60,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
MESQUITE ELEMENTARY SCHOOL - CASA GRANDE,129 N ARIZOLA RD,CASA GRANDE,PINAL,85122,NO,,PUBLIC,78,74.4%,3.8%,78.2%,79.5%,3.8%,83.3%,71.8%,3.8%,75.6%,91.0%,3.8%,94.9%,93.6%,3.8%,97.4%,3.8%,0.0%,3.8%
MESQUITE ELEMENTARY SCHOOL - GILBERT,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,64,96.9%,3.1%,100.0%,95.3%,4.7%,100.0%,93.8%,6.3%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,4.7%,0.0%,4.7%
MESQUITE ELEMENTARY SCHOOL - TUCSON,9455 E RITA RD,TUCSON,PIMA,85747,NO,,PUBLIC,95,97.9%,2.1%,100.0%,94.7%,2.1%,100.0%,92.6%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
METCALF ELEMENTARY SCHOOL,905 FAIRBANKS RD,MORENCI,GREENLEE,85540,YES,RN,PUBLIC,135,80.0%,2.2%,82.2%,80.0%,2.2%,82.2%,81.5%,2.2%,83.7%,91.9%,1.5%,93.3%,93.3%,1.5%,94.8%,1.5%,1.5%,0.0%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,21,95.2%,4.8%,100.0%,90.5%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
MEYER MONTESSORI,2615 S DORSEY LN,TEMPE,MARICOPA,85282,NO,,PUBLIC,29,82.8%,17.2%,100.0%,82.8%,17.2%,100.0%,82.8%,17.2%,100.0%,82.8%,17.2%,100.0%,82.8%,17.2%,100.0%,17.2%,0.0%,17.2%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,72,95.8%,1.4%,97.2%,95.8%,1.4%,97.2%,97.2%,1.4%,98.6%,94.4%,1.4%,95.8%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
MICHAEL T. HUGHES ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,71,93.0%,2.8%,95.8%,93.0%,2.8%,95.8%,91.5%,4.2%,95.8%,98.6%,1.4%,100.0%,98.6%,0.0%,98.6%,2.8%,0.0%,0.0%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,27,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.7%,0.0%,0.0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,45,93.3%,2.2%,100.0%,95.6%,2.2%,100.0%,95.6%,4.4%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,4.4%,0.0%,2.2%
MILLER ELEMENTARY SCHOOL,6951 S CAMINO DE LA TIERRA,TUCSON,PIMA,85746,YES,RN,PUBLIC,74,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,<20,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,43.8%,56.3%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,56.3%,0.0%,25.0%
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,68,86.8%,11.8%,98.5%,86.8%,11.8%,98.5%,86.8%,11.8%,98.5%,85.3%,13.2%,98.5%,94.1%,5.9%,100.0%,11.8%,1.5%,10.3%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,70,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,20,80.0%,15.0%,95.0%,80.0%,15.0%,95.0%,80.0%,15.0%,95.0%,80.0%,15.0%,95.0%,80.0%,15.0%,95.0%,15.0%,0.0%,15.0%
MISSION VIEW ELEMENTARY SCHOOL,2600 S 8TH AVE,TUCSON,PIMA,85713,YES,RN,PUBLIC,42,92.9%,0.0%,100.0%,92.9%,0.0%,100.0%,92.9%,0.0%,100.0%,92.9%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MITCHELL ELEMENTARY SCHOOL,1700 N 41ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,72,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,100.0%,0.0%,100.0%,5.6%,0.0%,5.6%
MOHAVE ACCELERATED ELEMENTARY EAST,945 THUMB BUTTE DR,BULLHEAD CITY,MOHAVE,86429,YES,RN,CHARTER,22,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,0.0%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,CHARTER,66,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,6.1%,0.0%,6.1%
MOHAWK VALLEY SCHOOL,5151 S AVENUE 39 E,ROLL,YUMA,85347,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,65,93.8%,3.1%,98.5%,95.4%,1.5%,98.5%,93.8%,3.1%,98.5%,96.9%,1.5%,98.5%,95.4%,3.1%,98.5%,3.1%,0.0%,1.5%
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - WESTSIDE,575 W UNIVERSITY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,<20,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,66.7%,33.3%,100.0%,83.3%,16.7%,100.0%,33.3%,0.0%,16.7%
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,26,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,92.3%,3.8%,100.0%,92.3%,7.7%,100.0%,96.2%,3.8%,100.0%,7.7%,0.0%,3.8%
MONTESSORI DE SANTA CRUZ - SAINT ANN''S HALL,18 CALLE BACA,TUBAC,SANTA CRUZ,85646,NO,,CHARTER,<20,80.0%,13.3%,93.3%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,13.3%,0.0%,13.3%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,39,64.1%,35.9%,100.0%,64.1%,35.9%,100.0%,64.1%,35.9%,100.0%,64.1%,35.9%,100.0%,64.1%,35.9%,100.0%,35.9%,0.0%,35.9%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,41,63.4%,36.6%,100.0%,63.4%,36.6%,100.0%,63.4%,36.6%,100.0%,68.3%,31.7%,100.0%,70.7%,29.3%,100.0%,36.6%,0.0%,29.3%
MONTESSORI SCHOOL OF FLAGSTAFF - SUNNYSIDE,2025 NORTH EAST STREET,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,<20,85.7%,14.3%,100.0%,85.7%,14.3%,100.0%,85.7%,14.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,14.3%,0.0%,0.0%
MONTESSORI SCHOOLHOUSE-85705,1127 N 6TH AVE,TUCSON,PIMA,85705,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,57,91.2%,5.3%,96.5%,94.7%,1.8%,96.5%,94.7%,5.3%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,7.0%,0.0%,3.5%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,31,87.1%,6.5%,96.8%,83.9%,6.5%,93.5%,93.5%,6.5%,100.0%,90.3%,6.5%,96.8%,93.5%,6.5%,100.0%,6.5%,0.0%,6.5%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,YES,LPN,PUBLIC,24,66.7%,8.3%,79.2%,70.8%,8.3%,79.2%,66.7%,8.3%,75.0%,70.8%,8.3%,79.2%,70.8%,8.3%,79.2%,8.3%,0.0%,8.3%
MOUNT TURNBULL ELEMENTARY SCHOOL,10 EDUCATION LANE,BYLAS,GRAHAM,85530,YES,RN,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,30,40.0%,20.0%,60.0%,50.0%,20.0%,70.0%,50.0%,20.0%,70.0%,53.3%,20.0%,73.3%,73.3%,20.0%,93.3%,20.0%,0.0%,20.0%
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,63.6%,36.4%,100.0%,63.6%,36.4%,100.0%,45.5%,36.4%,100.0%,63.6%,36.4%,100.0%,63.6%,36.4%,100.0%,36.4%,0.0%,36.4%
MOUNTAIN SCHOOL,311 W CATTLE DRIVE TRAIL,FLAGSTAFF,COCONINO,86005,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,57,89.5%,10.5%,100.0%,91.2%,8.8%,100.0%,89.5%,10.5%,100.0%,93.0%,7.0%,100.0%,94.7%,5.3%,100.0%,12.3%,0.0%,5.3%
MOUNTAIN VIEW ELEMENTARY - RIO RICO,1374 W FRONTAGE RD,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,57,96.5%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
MOUNTAIN VIEW ELEMENTARY SCHOOL - PHOENIX,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,97,95.9%,2.1%,100.0%,96.9%,2.1%,100.0%,97.9%,1.0%,100.0%,97.9%,1.0%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,1.0%
MOUNTAIN VIEW ELEMENTARY SCHOOL - PRESCOTT VALLEY,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,58,89.7%,6.9%,96.6%,94.8%,5.2%,100.0%,86.2%,6.9%,93.1%,94.8%,5.2%,100.0%,93.1%,5.2%,98.3%,6.9%,0.0%,5.2%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,47,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,93.6%,6.4%,100.0%,10.6%,0.0%,6.4%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,70,85.7%,10.0%,98.6%,90.0%,7.1%,98.6%,91.4%,7.1%,98.6%,91.4%,8.6%,100.0%,92.9%,7.1%,100.0%,11.4%,0.0%,5.7%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,40,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOYA ELEMENTARY,406 N 41ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,54,96.3%,0.0%,100.0%,98.1%,0.0%,98.1%,96.3%,0.0%,96.3%,96.3%,0.0%,96.3%,98.1%,0.0%,98.1%,0.0%,0.0%,0.0%
MYERS-GANOUNG ELEMENTARY SCHOOL,5000 E ANDREW ST,TUCSON,PIMA,85711,YES,RN,PUBLIC,41,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,2.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,85620,YES,RN,PUBLIC,<20,94.7%,0.0%,100.0%,100.0%,0.0%,100.0%,89.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,53,86.8%,11.3%,98.1%,86.8%,11.3%,100.0%,88.7%,11.3%,100.0%,90.6%,7.5%,98.1%,94.3%,5.7%,100.0%,11.3%,0.0%,5.7%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,39,84.6%,7.7%,92.3%,84.6%,7.7%,92.3%,84.6%,7.7%,92.3%,87.2%,7.7%,94.9%,94.9%,5.1%,100.0%,7.7%,0.0%,7.7%
NAVAJO ELEMENTARY SCHOOL,7501 E OAK ST,SCOTTSDALE,MARICOPA,85257,YES,RN,PUBLIC,57,87.7%,8.8%,100.0%,87.7%,8.8%,100.0%,87.7%,8.8%,100.0%,93.0%,5.3%,100.0%,93.0%,7.0%,100.0%,8.8%,0.0%,5.3%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,38,92.1%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.3%,0.0%,0.0%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,LPN,PUBLIC,56,69.6%,1.8%,75.0%,71.4%,1.8%,76.8%,76.8%,1.8%,82.1%,92.9%,1.8%,98.2%,96.4%,1.8%,98.2%,1.8%,0.0%,0.0%
NEELY TRADITIONAL ACADEMY,500 E HOUSTON AVENUE,GILBERT,MARICOPA,85234,YES,Both,PUBLIC,122,95.1%,4.9%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,94.3%,5.7%,100.0%,95.9%,4.1%,100.0%,6.6%,0.0%,5.7%
NEVITT ELEMENTARY SCHOOL,4525 E ST ANNE ST,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,91,94.5%,3.3%,98.9%,95.6%,3.3%,100.0%,94.5%,4.4%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,4.4%,0.0%,4.4%
NEW COVENANT LUTHERAN CHURCH PRESCHOOL & KINDERGARTEN,15152 N FRANK LLOYD WRIGHT BLVD ,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,<20,82.4%,11.8%,94.1%,82.4%,11.8%,94.1%,58.8%,17.6%,76.5%,88.2%,11.8%,100.0%,82.4%,17.6%,100.0%,23.5%,0.0%,17.6%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,<20,88.2%,11.8%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,100.0%,0.0%,100.0%,88.2%,11.8%,100.0%,17.6%,0.0%,11.8%
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,<20,89.5%,10.5%,100.0%,84.2%,15.8%,100.0%,89.5%,10.5%,100.0%,94.7%,5.3%,100.0%,84.2%,15.8%,100.0%,15.8%,0.0%,15.8%
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,55,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,<20,88.9%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,0.0%,5.6%
NOAH WEBSTER BASIC SCHOOL - PIMA,7301 E BASELINE RD,MESA,MARICOPA,85209,NO,,CHARTER,37,73.0%,27.0%,100.0%,78.4%,21.6%,100.0%,83.8%,16.2%,100.0%,89.2%,10.8%,100.0%,89.2%,10.8%,100.0%,27.0%,0.0%,10.8%
NOAH WEBSTER SCHOOLS - MESA,7301 E BASELINE RD ,MESA,MARICOPA,85209,NO,,PRIVATE,59,84.7%,15.3%,100.0%,83.1%,16.9%,100.0%,86.4%,13.6%,100.0%,88.1%,11.9%,100.0%,89.8%,10.2%,100.0%,18.6%,0.0%,10.2%
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,48,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,89.6%,10.4%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,10.4%,0.0%,8.3%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,48,95.8%,4.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,95.8%,4.2%,100.0%,97.9%,2.1%,100.0%,6.3%,0.0%,4.2%
NORTH VALLEY CHRISTIAN ACADEMY,33655 N 27TH DR,PHOENIX,MARICOPA,85085,NO,,PRIVATE,47,61.7%,38.3%,100.0%,66.0%,34.0%,100.0%,63.8%,36.2%,100.0%,66.0%,34.0%,100.0%,68.1%,31.9%,100.0%,38.3%,0.0%,31.9%
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,85053,YES,RN,PRIVATE,88,68.2%,31.8%,100.0%,67.0%,33.0%,100.0%,67.0%,33.0%,100.0%,73.9%,25.0%,100.0%,77.3%,22.7%,100.0%,39.8%,0.0%,20.5%
NOSOTROS ACADEMY,440 N GRANDE AVE,TUCSON,PIMA,85745,NO,,CHARTER,<20,94.7%,0.0%,100.0%,89.5%,0.0%,100.0%,73.7%,0.0%,100.0%,94.7%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
O C JOHNSON SCHOOL,1201 12TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,59,89.8%,5.1%,94.9%,91.5%,0.0%,91.5%,94.9%,0.0%,94.9%,98.3%,0.0%,98.3%,100.0%,0.0%,100.0%,5.1%,0.0%,0.0%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,YES,RN,PUBLIC,21,85.7%,14.3%,100.0%,81.0%,19.0%,100.0%,71.4%,28.6%,100.0%,81.0%,19.0%,100.0%,90.5%,9.5%,100.0%,42.9%,0.0%,9.5%
OAK TREE ELEMENTARY,505 W HOUSTON,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,44,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,95.5%,4.5%,100.0%,9.1%,0.0%,4.5%
OAKWOOD ELEMENTARY SCHOOL,12900 N 71ST AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,99,85.9%,11.1%,97.0%,87.9%,9.1%,97.0%,85.9%,11.1%,97.0%,87.9%,9.1%,97.0%,90.9%,8.1%,99.0%,12.1%,0.0%,8.1%
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,RN,PUBLIC,61,88.5%,0.0%,88.5%,65.6%,0.0%,65.6%,82.0%,0.0%,82.0%,85.2%,0.0%,85.2%,96.7%,0.0%,96.7%,9.8%,0.0%,9.8%
